loci,chi^2,df,Pr(chi^2 >),Pr.exact
221153:287:-,106.3313989,1,0,0
221153:335:-,94.78530019,1,0,0
221248:43:+,72.15949584,1,0,0
221248:44:+,72.15949584,1,0,0
221248:51:+,36.53945692,1,1.50E-09,0
221248:77:+,34.39917977,1,4.49E-09,0
221248:102:+,72.15949584,1,0,0
221248:118:+,68.58805294,1,1.11E-16,0
221366:14:+,136.8629982,1,0,0
221366:96:+,5.553816444,1,0.018440437,0.056
221366:129:+,20.40398046,1,6.27E-06,0
221366:135:+,12.72301552,1,0.000361183,0.002
222075:53:+,11.95180452,1,0.000545945,0.001
222075:83:+,17.63802203,1,2.67E-05,0
222075:100:+,6.956695246,1,0.008350614,0.013
222075:111:+,182.6840009,1,0,0
222075:137:+,13.64707945,1,0.000220584,0
222075:249:+,24.33309092,1,8.10E-07,0
222075:256:+,23.26792209,1,1.41E-06,0
222075:276:+,42.26243882,1,7.98E-11,0
222075:282:+,5.125966037,1,0.023570447,0.042
222075:284:+,177.2085174,1,0,0
222075:352:+,85.34529749,1,0,0
222178:7:+,59.24411102,1,1.39E-14,0
222178:29:+,28.15800044,1,1.12E-07,0
222178:55:+,17.81666467,1,2.43E-05,0
222178:135:+,26.55864269,1,2.56E-07,0
222255:32:-,103.7119544,1,0,0
222255:59:-,56.13656805,1,6.76E-14,0
222255:70:-,78.62957083,1,0,0
222255:118:-,57.21189936,1,3.91E-14,0
222255:121:-,23.34667223,1,1.35E-06,0
222255:133:-,41.29968483,1,1.31E-10,0
222534:11:-,12.7500267,1,0.000356004,0
222534:26:-,9.67021844,1,0.00187279,0.006
222534:31:-,16.61507789,1,4.58E-05,0
222534:35:-,6.251493723,1,0.012408862,0.009
222534:47:-,3.59E-30,1,1,1
222534:49:-,0.525434125,1,0.468532799,0.412
222534:67:-,5.318117253,1,0.021104803,0.036
222534:74:-,5.088088044,1,0.024090738,0.051
222534:78:-,4.574248084,1,0.032455987,0.077
222534:81:-,4.574248084,1,0.032455987,0.039
222534:99:-,33.28391594,1,7.96E-09,0
222534:107:-,4.515625,1,0.033586613,0.072
222534:109:-,7.28371385,1,0.006958253,0.01
222534:120:-,14.68346177,1,0.000127157,0
222578:8:+,12.80001452,1,0.000346617,0.001
222578:40:+,1.975964053,1,0.159816232,0.148
222578:49:+,6.310160486,1,0.012004797,0.019
222578:77:+,26.3461516,1,2.85E-07,0
222578:88:+,12.71041707,1,0.000363624,0.001
222578:137:+,7.995663387,1,0.004688952,0.013
222923:13:-,34.2225,1,4.92E-09,0
222923:21:-,26.37848475,1,2.81E-07,0
222923:36:-,0.254823126,1,0.613699256,0.655
222923:47:-,36.30140354,1,1.69E-09,0
222923:60:-,17.03552348,1,3.67E-05,0
222923:71:-,23.5894632,1,1.19E-06,0.001
222923:73:-,5.656791115,1,0.017387907,0.021
222923:81:-,46.91598537,1,7.41E-12,0
222923:98:-,1.304436452,1,0.253404442,0.235
222923:112:-,20.39696335,1,6.29E-06,0
222923:124:-,1.304436452,1,0.253404442,0.236
222923:188:-,69.34457353,1,1.11E-16,0
222923:189:-,16.86764864,1,4.01E-05,0
222923:230:-,99.00833333,1,0,0
222923:244:-,32.84121753,1,1.00E-08,0
223079:40:+,19.17615713,1,1.19E-05,0
223079:42:+,181.971128,1,0,0
223079:45:+,98.7497449,1,0,0
223079:97:+,0.446051094,1,0.504216217,0.469
223079:138:+,0.024439417,1,0.875772032,0.823
224327:17:-,58.24553525,1,2.31E-14,0
224327:22:-,47.35305556,1,5.93E-12,0
224327:94:-,52.84076375,1,3.62E-13,0
224327:99:-,39.76757705,1,2.86E-10,0
224327:100:-,66.59432828,1,3.33E-16,0
224327:103:-,79.1676207,1,0,0
224846:14:-,117.3612751,1,0,0
224846:20:-,230.6926431,1,0,0
224846:37:-,1.392202257,1,0.238033543,0.191
224846:48:-,38.95908293,1,4.33E-10,0
224846:59:-,117.899628,1,0,0
224846:102:-,15.90991004,1,6.64E-05,0.003
224846:158:-,13.27950185,1,0.000268324,0.001
224846:167:-,113.5846807,1,0,0
224846:173:-,0.017016013,1,0.896214018,0.58
224846:184:-,30.66532002,1,3.07E-08,0
224846:193:-,0.339758897,1,0.559968424,0.629
224846:195:-,44.39053071,1,2.69E-11,0
224846:202:-,3.988569722,1,0.045809935,0.059
225894:83:+,121.1974621,1,0,0
225894:104:+,106.6275507,1,0,0
225894:117:+,74.73125192,1,0,0
225894:127:+,19.64255968,1,9.34E-06,0
226241:13:-,1.164665805,1,0.280499991,0.252
226241:18:-,37.99223472,1,7.10E-10,0
226241:19:-,8.636494352,1,0.003294949,0.014
226241:36:-,18.21357125,1,1.97E-05,0
226241:37:-,109.2422012,1,0,0
226241:44:-,85.06367361,1,0,0
226241:53:-,8.73213719,1,0.003126498,0.001
226241:97:-,119.3707228,1,0,0
226241:107:-,4.565619551,1,0.032619874,0.049
226241:132:-,68.62122018,1,1.11E-16,0
226241:157:-,8.319405235,1,0.003922376,0.015
226241:159:-,24.49006623,1,7.47E-07,0
226241:175:-,31.06233202,1,2.50E-08,0
226241:177:-,7.057987407,1,0.00789126,0.02
226241:205:-,136.1665818,1,0,0
227885:14:-,32.59549102,1,1.13E-08,0
227885:66:-,20.62151105,1,5.60E-06,0
227885:87:-,14.19912229,1,0.000164447,0
227885:96:-,5.94307336,1,0.014775233,0.019
227885:108:-,1.221586475,1,0.26904953,0.211
227885:134:-,6.499880706,1,0.010788173,0.038
227885:178:-,18.66659977,1,1.56E-05,0
227885:207:-,1.302585898,1,0.253741419,0.219
227885:215:-,98.11588611,1,0,0
228260:25:-,78.18405256,1,0,0
228260:45:-,0.328452237,1,0.566571891,0.63
228817:16:+,80.14643535,1,0,0
228817:54:+,102.1104049,1,0,0
228817:68:+,93.83974102,1,0,0
228817:94:+,79.4976,1,0,0
228823:26:-,13.28326863,1,0.000267785,0.002
228823:110:-,4.172705817,1,0.041080144,0.072
229099:18:+,9.586817115,1,0.001959794,0
229099:52:+,0.029684176,1,0.863208787,0.77
229099:81:+,10.77934764,1,0.001026388,0.004
229099:130:+,7.995663387,1,0.004688952,0.007
229099:135:+,0.131326531,1,0.717060592,1
229169:20:+,66.54146782,1,3.33E-16,0
229169:22:+,46.97827631,1,7.18E-12,0
229169:24:+,31.95844833,1,1.58E-08,0
229169:35:+,63.97238014,1,1.22E-15,0
229169:40:+,27.46474914,1,1.60E-07,0
229169:47:+,42.61933982,1,6.65E-11,0
229169:55:+,30.11601662,1,4.07E-08,0
229169:56:+,21.59427775,1,3.37E-06,0.001
229169:77:+,65.33935526,1,6.66E-16,0
229169:104:+,80.40366741,1,0,0
229169:135:+,68.0524788,1,1.11E-16,0
229406:31:+,64.73369088,1,8.88E-16,0
229406:50:+,96.51010766,1,0,0
229406:70:+,25.68635791,1,4.02E-07,0
229406:82:+,68.77294287,1,1.11E-16,0
229406:85:+,53.18532444,1,3.04E-13,0
229406:88:+,75.20228902,1,0,0
230837:21:-,33.60384384,1,6.76E-09,0
230837:85:-,28.51737624,1,9.29E-08,0
230837:123:-,116.325638,1,0,0
230837:127:-,103.7092076,1,0,0
230837:129:-,99.33620494,1,0,0
231025:11:+,146.6696699,1,0,0
231025:19:+,95.36415329,1,0,0
231025:65:+,0.154791807,1,0.693997559,0.667
231025:102:+,44.41278866,1,2.66E-11,0
231025:249:+,49.16128077,1,2.36E-12,0
231025:315:+,63.4119933,1,1.67E-15,0
231025:330:+,94.03515759,1,0,0
231070:28:-,84.14987437,1,0,0
231070:49:-,15.77042944,1,7.15E-05,0
231070:81:-,17.96354333,1,2.25E-05,0
231070:111:-,146.6987993,1,0,0
231074:22:+,29.26937118,1,6.30E-08,0
231074:33:+,29.52867195,1,5.51E-08,0
231074:34:+,31.0558917,1,2.51E-08,0
231074:74:+,34.4653634,1,4.34E-09,0
231074:77:+,8.307034845,1,0.003949181,0.012
231074:78:+,19.01096084,1,1.30E-05,0
231543:24:+,1.994459834,1,0.157875345,0.167
231543:39:+,19.68528325,1,9.13E-06,0
231543:54:+,131.8617766,1,0,0
231543:140:+,22.24637698,1,2.40E-06,0
231543:175:+,6.922674876,1,0.008510958,0.011
231543:229:+,22.33434642,1,2.29E-06,0
231543:261:+,30.86027273,1,2.77E-08,0
231543:269:+,35.05218396,1,3.21E-09,0
232031:64:-,14.46843844,1,0.000142528,0
232395:8:-,99.91343564,1,0,0
232395:35:-,48.72741953,1,2.94E-12,0
232395:40:-,29.31279002,1,6.16E-08,0
232395:96:-,168.7782905,1,0,0
232395:98:-,34.4961814,1,4.27E-09,0.001
232395:137:-,36.21110619,1,1.77E-09,0
232449:34:+,136.2754892,1,0,0
232449:73:+,127.2910552,1,0,0
232628:23:+,52.92244935,1,3.47E-13,0
232628:24:+,92.83001399,1,0,0
232628:27:+,65.81120442,1,4.44E-16,0
232628:48:+,104.1512803,1,0,0
232628:133:+,61.35229916,1,4.77E-15,0
232900:127:-,46.4512791,1,9.39E-12,0
232900:129:-,66.74422408,1,3.33E-16,0
233420:15:-,6.470721312,1,0.010966601,0.027
233420:21:-,62.05361158,1,3.33E-15,0
233420:50:-,159.9489242,1,0,0
233420:86:-,6.680094857,1,0.009749544,0.022
233420:201:-,3.697544819,1,0.054492596,0.052
233454:8:+,17.82016752,1,2.43E-05,0
233454:9:+,19.93056279,1,8.03E-06,0
233454:23:+,9.175020747,1,0.002453406,0.015
233454:64:+,6.059619739,1,0.013830746,0.035
233454:65:+,41.74912854,1,1.04E-10,0
233454:89:+,117.4448223,1,0,0
233454:91:+,37.31745912,1,1.00E-09,0
233454:105:+,1.122242277,1,0.289436145,0.246
233876:34:-,118.8364815,1,0,0
233876:44:-,156.7369125,1,0,0
233876:66:-,140.0021569,1,0,0
234255:10:+,90.98128184,1,0,0
234255:25:+,86.5595405,1,0,0
234255:26:+,96.04554309,1,0,0
234255:77:+,112.5315843,1,0,0
234255:128:+,143.9368331,1,0,0
234439:13:+,104.5900638,1,0,0
234439:24:+,189.7389218,1,0,0
234439:33:+,115.0418293,1,0,0
234439:44:+,125.2388269,1,0,0
234439:61:+,59.53209497,1,1.20E-14,0
234439:81:+,152.9121417,1,0,0
234439:82:+,133.8066596,1,0,0
234439:124:+,176.7921393,1,0,0
235592:18:-,94.28673718,1,0,0
235592:56:-,84.56427069,1,0,0
235592:99:-,31.60156859,1,1.89E-08,0
235592:100:-,101.4823999,1,0,0
235592:107:-,60.85135292,1,6.11E-15,0
235592:134:-,92.76876926,1,0,0
235611:54:-,14.20302061,1,0.000164107,0
235849:51:+,107.0911486,1,0,0
235849:75:+,20.80083393,1,5.10E-06,0
235849:112:+,21.60856875,1,3.34E-06,0
235849:134:+,39.12115174,1,3.98E-10,0
236348:33:+,38.02071148,1,7.00E-10,0
236348:36:+,24.69061224,1,6.73E-07,0
236348:38:+,37.58651889,1,8.74E-10,0
236348:46:+,15.33170133,1,9.02E-05,0.001
236348:51:+,26.57415306,1,2.54E-07,0
236348:75:+,27.9831771,1,1.22E-07,0
236348:95:+,26.57415306,1,2.54E-07,0
236348:175:+,4.043126373,1,0.044351586,0.059
236348:184:+,35.43020351,1,2.64E-09,0
236348:186:+,35.26978222,1,2.87E-09,0
236348:195:+,24.41206116,1,7.78E-07,0
236348:210:+,16.1280393,1,5.92E-05,0
236348:211:+,30.67747609,1,3.05E-08,0
236622:20:-,12.38816727,1,0.000432063,0.001
236622:59:-,25.19411815,1,5.18E-07,0
236622:76:-,14.40829636,1,0.000147153,0.003
236622:129:-,14.95988159,1,0.000109821,0
236622:130:-,15.25211876,1,9.41E-05,0
236938:6:-,29.96592514,1,4.40E-08,0
236938:10:-,6.73828152,1,0.009436548,0.028
236938:33:-,31.52635886,1,1.97E-08,0
236938:73:-,19.99735537,1,7.75E-06,0
236938:110:-,17.31125198,1,3.17E-05,0.003
237065:37:-,53.56279043,1,2.50E-13,0
237065:40:-,40.05592615,1,2.47E-10,0
237065:45:-,74.99703433,1,0,0
237065:66:-,27.21910239,1,1.82E-07,0
237065:88:-,60.56339695,1,7.11E-15,0
237065:118:-,72.73842203,1,0,0
237065:120:-,25.84938129,1,3.69E-07,0
237065:130:-,68.78058737,1,1.11E-16,0
237065:213:-,48.79327416,1,2.84E-12,0
237065:227:-,84.0497809,1,0,0
237065:230:-,84.0497809,1,0,0
237065:236:-,81.10980003,1,0,0
237065:253:-,84.0497809,1,0,0
237065:290:-,49.04351532,1,2.50E-12,0
237332:9:-,2.648052773,1,0.103676823,0.11
237332:18:-,5.185504409,1,0.02277606,0.033
237332:20:-,1.557386646,1,0.212048276,0.252
237332:63:-,5.35833502,1,0.020623454,0.025
237332:87:-,0.00696233,1,0.933501225,1
237332:129:-,3.44548156,1,0.063424936,0.066
237370:23:-,33.19528199,1,8.34E-09,0
237370:42:-,38.23240557,1,6.28E-10,0
237370:84:-,33.44440359,1,7.33E-09,0
237370:173:-,31.45470267,1,2.04E-08,0
237449:63:-,0.032723449,1,0.856449022,1
237449:131:-,13.28815602,1,0.000267088,0.005
237449:138:-,28.01557063,1,1.20E-07,0
237699:19:-,143.5590715,1,0,0
237699:25:-,145.9965309,1,0,0
237699:30:-,63.96065275,1,1.22E-15,0
237699:66:-,99.21736929,1,0,0
237699:74:-,119.8935538,1,0,0
237699:114:-,92.8671193,1,0,0
237699:124:-,90.23041588,1,0,0
237699:268:-,105.4575986,1,0,0
237699:272:-,73.98236483,1,0,0
237699:285:-,71.11357112,1,0,0
237699:296:-,75.89405927,1,0,0
237699:298:-,95.86259299,1,0,0
237699:299:-,67.29667383,1,2.22E-16,0
237699:326:-,125.6454795,1,0,0
237699:365:-,128.5026298,1,0,0
237709:21:-,58.90180663,1,1.65E-14,0
237709:127:-,60.21894521,1,8.44E-15,0
237709:129:-,71.28600172,1,0,0
237792:25:-,0.395931234,1,0.529198054,0.518
237792:100:-,2.959362336,1,0.085381607,0.093
237792:157:-,6.83463673,1,0.008940687,0.014
237792:162:-,5.695954345,1,0.017004064,0.03
237792:177:-,2.545121532,1,0.110635398,0.113
238091:42:-,16.92887721,1,3.88E-05,0
238091:52:-,8.67563206,1,0.00322493,0.021
238091:71:-,18.49420517,1,1.70E-05,0.001
238091:96:-,30.18467057,1,3.93E-08,0
238091:105:-,19.86131617,1,8.33E-06,0
238129:213:-,135.5986147,1,0,0
238129:265:-,69.55740495,1,1.11E-16,0
238129:273:-,73.0937199,1,0,0
238129:284:-,73.0937199,1,0,0
238314:49:-,51.08404597,1,8.85E-13,0
238314:122:-,22.23951785,1,2.41E-06,0
238314:137:-,21.72231202,1,3.15E-06,0
238538:27:+,14.3948675,1,0.000148206,0
238538:43:+,46.15384615,1,1.09E-11,0
238538:72:+,7.506427803,1,0.006147918,0.01
238538:75:+,20.14157871,1,7.19E-06,0
238538:102:+,51.60850214,1,6.77E-13,0
238538:137:+,48.83821474,1,2.78E-12,0
238538:138:+,36.08083042,1,1.89E-09,0
238644:6:-,37.51554005,1,9.07E-10,0
238644:10:-,35.33167993,1,2.78E-09,0
238644:24:-,31.45775767,1,2.04E-08,0
238644:36:-,46.29818087,1,1.02E-11,0
238644:78:-,59.90018839,1,9.99E-15,0
238644:122:-,39.35717942,1,3.53E-10,0
238733:10:+,56.3116615,1,6.18E-14,0
238733:12:+,39.99709953,1,2.54E-10,0
238733:19:+,77.60615091,1,0,0
238733:21:+,53.79042323,1,2.23E-13,0
238733:23:+,62.52466369,1,2.66E-15,0
238733:49:+,80.74159241,1,0,0
238733:52:+,29.34100651,1,6.07E-08,0
238733:92:+,34.611646,1,4.02E-09,0
238733:104:+,38.00280851,1,7.06E-10,0
238764:87:+,18.07558457,1,2.12E-05,0
238764:89:+,13.1307542,1,0.000290488,0.001
238764:129:+,0.782117512,1,0.376494311,0.325
238764:230:+,18.47592765,1,1.72E-05,0
238827:32:-,72.74913496,1,0,0
238827:57:-,23.23686824,1,1.43E-06,0
238827:63:-,53.89579594,1,2.11E-13,0
238827:66:-,45.2565987,1,1.73E-11,0
238827:131:-,45.50951468,1,1.52E-11,0
238827:137:-,63.77854671,1,1.44E-15,0
239041:48:-,65.38476744,1,6.66E-16,0
239041:130:-,75.31437239,1,0,0
239177:6:+,64.22387055,1,1.11E-15,0
239177:37:+,52.89922469,1,3.51E-13,0
239177:97:+,66.08475263,1,4.44E-16,0
239177:108:+,68.40007105,1,1.11E-16,0
239177:124:+,37.7308153,1,8.12E-10,0
239177:138:+,38.90218501,1,4.46E-10,0
239189:79:+,77.84235274,1,0,0
239189:95:+,26.57415306,1,2.54E-07,0
239189:109:+,76.54554799,1,0,0
239189:110:+,86.33166938,1,0,0
239189:114:+,53.03801625,1,3.27E-13,0
239189:129:+,46.79926904,1,7.86E-12,0
239368:13:+,53.6918137,1,2.35E-13,0
239368:28:+,46.7776128,1,7.95E-12,0
239368:33:+,25.82879559,1,3.73E-07,0
239368:35:+,29.74464075,1,4.93E-08,0
239368:105:+,50.91517035,1,9.64E-13,0
239368:115:+,56.39924576,1,5.92E-14,0
239368:128:+,71.49381755,1,0,0
239368:305:+,56.73115641,1,5.00E-14,0
239368:319:+,36.18346549,1,1.80E-09,0
239368:345:+,42.89206743,1,5.78E-11,0
239368:346:+,22.03820193,1,2.67E-06,0
239368:347:+,29.35988639,1,6.01E-08,0
239368:351:+,65.37126815,1,6.66E-16,0
239368:360:+,47.62181783,1,5.17E-12,0
240046:16:-,27.87314382,1,1.30E-07,0
240046:45:-,73.44187697,1,0,0
240046:53:-,55.47145329,1,9.48E-14,0
240046:70:-,60.47333471,1,7.44E-15,0
240046:100:-,25.93389762,1,3.53E-07,0
240196:13:+,13.62265779,1,0.000223472,0
240196:19:+,13.62265779,1,0.000223472,0
240196:74:+,34.94470306,1,3.39E-09,0
240196:108:+,56.11488145,1,6.84E-14,0
240196:117:+,18.59220465,1,1.62E-05,0
240196:121:+,12.69052277,1,0.000367514,0.004
240196:124:+,11.6323029,1,0.000648163,0.003
240196:132:+,6.324296888,1,0.01190947,0.029
240224:8:-,14.25187825,1,0.000159901,0
240224:37:-,14.923602,1,0.000111954,0.001
240224:63:-,27.54482869,1,1.53E-07,0
240224:64:-,23.70420159,1,1.12E-06,0
241182:64:+,65.43424538,1,5.55E-16,0
241182:93:+,24.27265001,1,8.36E-07,0
241182:102:+,0.000149822,1,0.990234005,1
241182:106:+,0.029094537,1,0.864560939,0.573
241182:229:+,33.22800054,1,8.20E-09,0
241182:243:+,90.42693025,1,0,0
241467:89:+,46.33450866,1,9.97E-12,0
242461:9:+,0.53526966,1,0.464399772,0.439
242461:20:+,1.580099495,1,0.208746363,0.256
242461:71:+,0.063400198,1,0.801200327,0.786
242461:86:+,11.73448865,1,0.000613524,0.003
242461:106:+,126.5739777,1,0,0
242461:128:+,0.393592495,1,0.530417053,0.596
242534:13:-,0.310519047,1,0.577361852,0.655
242534:17:-,3.340284946,1,0.067602901,0.093
242534:18:-,1.945335381,1,0.163090396,0.163
242534:22:-,134.7241078,1,0,0
242534:54:-,0.304717839,1,0.580939765,0.659
242534:68:-,4.624181137,1,0.031524305,0.027
242534:90:-,15.79639292,1,7.05E-05,0.002
242534:114:-,0.914845807,1,0.338831944,0.281
242668:19:-,31.38242359,1,2.12E-08,0
242668:47:-,32.02941176,1,1.52E-08,0
242668:105:-,86.24334446,1,0,0
242668:113:-,6.240326976,1,0.012487342,0.019
242713:16:-,30.84595305,1,2.79E-08,0
242713:43:-,11.33210473,1,0.000761785,0.002
242713:49:-,10.50372872,1,0.001191339,0.001
242713:53:-,40.4557976,1,2.01E-10,0
242713:101:-,40.4557976,1,2.01E-10,0
242713:104:-,32.11142506,1,1.46E-08,0
242713:113:-,95.7319811,1,0,0
242713:130:-,102.5420277,1,0,0
242793:29:-,182.8345442,1,0,0
242793:45:-,59.47774477,1,1.23E-14,0
242793:61:-,166.7915836,1,0,0
243442:129:-,234.8450665,1,0,0
243442:161:-,7.070796708,1,0.007835041,0.022
243442:208:-,175.7897714,1,0,0
243442:229:-,20.70835557,1,5.35E-06,0
243731:9:+,129.0281302,1,0,0
243731:21:+,73.65473582,1,0,0
243731:22:+,73.65473582,1,0,0
243731:23:+,104.7435387,1,0,0
243731:37:+,122.8872754,1,0,0
243731:109:+,104.2448731,1,0,0
243731:110:+,96.65323392,1,0,0
243731:115:+,100.5193601,1,0,0
243731:116:+,97.50632168,1,0,0
243888:9:+,14.20380501,1,0.000164038,0
243888:18:+,47.33707474,1,5.98E-12,0
243888:88:+,16.83912486,1,4.07E-05,0
243888:117:+,30.97791973,1,2.61E-08,0
243888:258:+,24.63752819,1,6.92E-07,0
243888:273:+,19.03579519,1,1.28E-05,0
243888:332:+,11.32966066,1,0.000762788,0.001
243888:333:+,30.57065031,1,3.22E-08,0
243888:354:+,9.585791168,1,0.001960889,0.01
243888:359:+,17.3113118,1,3.17E-05,0
243888:368:+,8.117974177,1,0.004382851,0.012
243888:369:+,43.04193594,1,5.36E-11,0
243888:384:+,18.07472232,1,2.12E-05,0
243888:387:+,2.919649202,1,0.087506886,0.112
243888:388:+,4.069229753,1,0.043671184,0.061
244439:56:+,41.44451345,1,1.21E-10,0
244439:87:+,40.76358538,1,1.72E-10,0
244439:108:+,58.77835948,1,1.77E-14,0
244876:41:-,65.64481894,1,5.55E-16,0
244876:68:-,85.67231925,1,0,0
245504:15:+,129.5687182,1,0,0
245504:114:+,59.0007284,1,1.58E-14,0
245504:156:+,182.3928884,1,0,0
245637:59:+,28.18973986,1,1.10E-07,0
245700:51:-,37.03303729,1,1.16E-09,0
245700:85:-,38.71389192,1,4.91E-10,0
245700:93:-,5.708097339,1,0.016886832,0.034
245700:99:-,37.03303729,1,1.16E-09,0
245700:244:-,19.25333333,1,1.14E-05,0
245700:330:-,41.41710914,1,1.23E-10,0
245700:332:-,100.0400583,1,0,0
245700:348:-,39.32404677,1,3.59E-10,0
245700:349:-,5.803774072,1,0.015991813,0.042
245706:49:-,54.24263081,1,1.77E-13,0
245706:67:-,48.67376932,1,3.02E-12,0
245706:94:-,48.67376932,1,3.02E-12,0
245706:110:-,105.4720691,1,0,0
245706:137:-,80.59391248,1,0,0
245710:36:+,52.25054284,1,4.88E-13,0
245710:89:+,55.00348839,1,1.20E-13,0
245710:135:+,11.02849836,1,0.000897218,0.008
246007:26:+,6.686211897,1,0.009716145,0.023
246007:35:+,46.8933545,1,7.50E-12,0
246011:28:-,147.998982,1,0,0
246011:46:-,144.7483929,1,0,0
246011:71:-,88.71401886,1,0,0
246011:90:-,147.998982,1,0,0
246075:14:+,33.50112012,1,7.12E-09,0
246075:44:+,74.91367562,1,0,0
246075:59:+,55.58982816,1,8.93E-14,0
246075:83:+,20.3737796,1,6.37E-06,0
246075:88:+,37.38259097,1,9.71E-10,0
246075:256:+,50.2805276,1,1.33E-12,0
246075:260:+,82.6566999,1,0,0
246075:262:+,30.80647934,1,2.85E-08,0
246075:270:+,30.80647934,1,2.85E-08,0
246075:281:+,71.80055402,1,0,0
246075:283:+,27.76157394,1,1.37E-07,0
246075:331:+,60.87274361,1,6.11E-15,0
246075:336:+,60.87274361,1,6.11E-15,0
246080:67:-,26.75898543,1,2.30E-07,0
246080:132:-,18.73723885,1,1.50E-05,0.001
246080:178:-,56.45725775,1,5.74E-14,0
246080:191:-,62.72,1,2.33E-15,0
246080:220:-,78.2270484,1,0,0
246155:67:-,29.99374622,1,4.33E-08,0
246159:28:+,32.75502811,1,1.05E-08,0
246159:56:+,29.70706612,1,5.03E-08,0
246159:94:+,20.85416612,1,4.96E-06,0
246159:122:+,45.64839708,1,1.42E-11,0
246159:123:+,27.27206303,1,1.77E-07,0
246159:145:+,47.77229744,1,4.79E-12,0
246159:187:+,37.27984217,1,1.02E-09,0
246159:213:+,47.98188076,1,4.30E-12,0
246159:249:+,33.35282571,1,7.69E-09,0
246194:178:-,34.54330336,1,4.17E-09,0
246251:93:-,4.51048847,1,0.033687619,0.059
246271:33:-,52.74446524,1,3.80E-13,0
246271:117:-,38.08469728,1,6.77E-10,0
246271:173:-,1.776989494,1,0.182519434,0.193
246271:225:-,0.235917936,1,0.627170068,1
246321:59:+,0.171460281,1,0.678817257,0.532
246321:166:+,4.188328713,1,0.040703205,0.06
246321:177:+,12.06021064,1,0.000515095,0.002
246449:117:+,63.22792084,1,1.89E-15,0
246449:274:+,14.39634505,1,0.000148089,0
246471:67:-,67.00341891,1,2.22E-16,0
246471:97:-,13.19630798,1,0.000280501,0.003
246472:69:+,36.4815,1,1.54E-09,0
246472:133:+,11.92247419,1,0.000554608,0
246472:138:+,12.20842959,1,0.000475741,0
246491:95:-,0.6417213,1,0.423088176,0.47
246491:134:-,20.07708668,1,7.44E-06,0
246506:26:-,28.44833613,1,9.62E-08,0
246506:33:-,54.49696179,1,1.56E-13,0
246506:316:-,67.07089081,1,2.22E-16,0
246516:195:-,23.71131839,1,1.12E-06,0
246527:48:+,26.06561579,1,3.30E-07,0
246535:18:-,2.67221619,1,0.102113742,0.172
246535:84:-,11.73191204,1,0.000614374,0
246553:66:+,9.74760144,1,0.001795568,0.002
246553:97:+,59.92679413,1,9.88E-15,0
246553:109:+,4.114883135,1,0.042507462,0.069
246553:262:+,34.24872438,1,4.85E-09,0
246557:30:-,168.7515029,1,0,0
246557:67:-,169.4391966,1,0,0
246557:132:-,169.4391966,1,0,0
246696:47:+,186.7367898,1,0,0
246696:50:+,4.293881214,1,0.038249754,0.036
246696:83:+,190.5407719,1,0,0
246819:27:+,179.6761942,1,0,0
246819:35:+,46.62441603,1,8.60E-12,0
246819:47:+,33.71274424,1,6.39E-09,0
246819:50:+,34.46458503,1,4.34E-09,0
246819:59:+,54.25003841,1,1.77E-13,0
246819:68:+,14.85037184,1,0.000116385,0
246819:72:+,18.65722317,1,1.56E-05,0
247195:31:+,20.44215998,1,6.15E-06,0
247195:33:+,168.8061241,1,0,0
247195:48:+,3.579054188,1,0.058512457,0.075
247195:58:+,168.8061241,1,0,0
247195:102:+,168.8061241,1,0,0
247195:221:+,111.6542752,1,0,0
247195:237:+,25.24249688,1,5.06E-07,0
247195:238:+,47.40611894,1,5.77E-12,0
247671:18:+,10.44826322,1,0.001227648,0.003
247671:25:+,12.57649323,1,0.000390629,0.001
247671:87:+,26.37906667,1,2.81E-07,0.001
247671:135:+,26.48987441,1,2.65E-07,0
247675:86:+,1.542102083,1,0.214305185,0.244
247679:24:+,56.09815934,1,6.89E-14,0
247679:59:+,75.99533012,1,0,0
247702:43:-,19.60159091,1,9.54E-06,0
247702:47:-,19.23413459,1,1.16E-05,0
247702:81:-,69.86664352,1,1.11E-16,0
247702:121:-,19.23413459,1,1.16E-05,0
247702:130:-,142.2099559,1,0,0
247702:136:-,9.415468355,1,0.002151626,0.013
247910:85:+,96.9288609,1,0,0
247910:130:+,20.54216532,1,5.83E-06,0
247910:136:+,113.6293711,1,0,0
247910:238:+,126.8243006,1,0,0
247910:245:+,53.45327049,1,2.65E-13,0
247910:261:+,87.43463606,1,0,0
247910:270:+,50.56248637,1,1.15E-12,0
248172:51:-,21.41392576,1,3.70E-06,0
248333:6:-,32.50980206,1,1.19E-08,0
248333:53:-,27.46312599,1,1.60E-07,0
248333:54:-,106.1184491,1,0,0
248378:19:+,9.720822104,1,0.00182192,0.001
248378:118:+,0.74602877,1,0.387736466,0.391
248378:119:+,0.766467856,1,0.381311972,0.408
248378:161:+,4.520247522,1,0.033495985,0.06
248384:34:-,89.55239017,1,0,0
248384:82:-,87.58001711,1,0,0
248384:100:-,5.224262803,1,0.022273886,0.032
248384:114:-,88.0655282,1,0,0
248384:126:-,16.57249758,1,4.68E-05,0
248384:152:-,0.384633128,1,0.535134035,0.499
248384:182:-,45.78832713,1,1.32E-11,0
248384:191:-,36.98366857,1,1.19E-09,0
248396:180:-,128.9429066,1,0,0
248396:195:-,179.204568,1,0,0
248396:203:-,108.2248466,1,0,0
